,id,title,director,actor,overview,popularity,vote_average,vote_count,runtime,genres_list,key,country,year
1013,181283,Child 44,Daniel Espinosa,"Tom Hardy,Gary Oldman,Noomi Rapace,Joel Kinnaman,Paddy Considine,Jason Clarke,Mark Lewis Jones,Vincent Cassel,Fares Fares,Nikolaj Lie Kaas,Charles Dance,Xavier Atkins,Karel Dobrey,Agnieszka Grochowska,Petr Vaněk,Jana Stryková,Ursina Lardi,Michael Nardone,Finbar Lynch,Tara Fitzgerald,Josef Altin,Sam Spruell,Lorraine Ashbourne,Ned Dennehy","Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.",40.371098,6.1,547,137.0,"Crime,Thriller","based on novel,soviet union,russian,murder,serial killer,military,child murder,stalinism,1950s","United Kingdom,United States of America,Czech Republic,Romania",99.0
1014,9896,Rat Race,Jerry Zucker,"Cuba Gooding Jr.,Seth Green,Whoopi Goldberg,Breckin Meyer,Amy Smart,John Cleese,Wayne Knight,Vince Vieluf,Lanei Chapman,Jon Lovitz,Kathy Najimy,Rowan Atkinson,Dave Thomas,Paul Rodríguez,Dean Cain,Brandy Ledford,Silas Weir Mitchell,Gloria Allred,Kathy Bates,Colleen Camp","In an ensemble film about easy money, greed, manipulation and bad driving, a Las Vegas casino tycoon entertains his wealthiest high rollers -- a group that will bet on anything -- by pitting six ordinary people against each other in a wild dash for $2 million jammed into a locker hundreds of miles away. The tycoon and his wealthy friends monitor each racer's every move to keep track of their favorites. The only rule in this race is that there are no rules.",18.60049,6.0,518,112.0,"Adventure,Comedy","casino,running,preisgeld,millionaire,road movie","Canada,United States of America",85.0
1015,167,K-PAX,Iain Softley,"Jeff Bridges,Kevin Spacey,Mary McCormack,Alfre Woodard,Ajay Naidu,Vincent Laresca,Kimberly Scott,Conchata Ferrell,Saul Williams,Peter Gerety,David Patrick Kelly,Melanee Murray,Tracey Vilar,Celia Weston,Brian Howe,Greg Lewis,John Toles-Bey,Mark Christopher Lawrence,Mary Mara,Brandon de Paul,Tess McCarthy,Natasha Dorfhuber,Aaron Paul,William Lucking,Zofia Borucka,Curt Clendenin,Frank Collison,Moet Meira,Peter Maloney,Lance E. Nichols","Prot is a patient at a mental hospital who claims to be from a far away Planet. His psychiatrist tries to help him, only to begin to doubt his own explanations.",30.920075,7.1,695,120.0,"Drama,Science Fiction","robbery,dream,hypnosis,investigation,murder,alien,hospital,planet,patient,medication,psychiatrist,science,claim,doubt,mental,help","Germany,United Kingdom,United States of America",85.0
1016,11232,Kate & Leopold,James Mangold,"Meg Ryan,Hugh Jackman,Liev Schreiber,Breckin Meyer,Natasha Lyonne,Bradley Whitford,Paxton Whitehead,Spalding Gray,Josh Stamberg,Matthew Sussman,Charlotte Ayanna,Philip Bosco,Andrew Jack,Stan Tracy,Kristen Schaal,Viola Davis","When her scientist ex-boyfriend discovers a portal to travel through time -- and brings back a 19th-century nobleman named Leopold to prove it -- a skeptical Kate reluctantly takes responsibility for showing Leopold the 21st century. The more time Kate spends with Leopold, the harder she falls for him. But if he doesn't return to his own time, his absence will forever alter history.",11.940711,6.0,418,118.0,"Comedy,Fantasy,Romance,Science Fiction","lover (female),love of one's life,time travel,kiss,past,secret love,fish out of water",United States of America,85.0
1017,1636,Bedazzled,Harold Ramis,"Elizabeth Hurley,Brendan Fraser,Frances O'Connor,Orlando Jones,Paul Adelstein,Toby Huss,Gabriel Casseus,Miriam Shor,Brian Doyle-Murray,Jeff Doucette,Aaron Lustig","Elliot Richardson, suicidal techno geek, is given seven wishes to turn his life around when he meets up with a very seductive Satan. The catch: his soul. Some of his wishes include a 7 foot basketball star, a rock star, and a hamburger. But, as could be expected, the Devil must put her own little twist on each his fantasies.",19.348007,5.6,512,93.0,"Fantasy,Comedy,Romance","love of one's life,mephisto,wish,sale of soul,pact with the devil,teuflisch",United States of America,84.0
1018,2148,The Cotton Club,Francis Ford Coppola,"Richard Gere,Gregory Hines,Diane Lane,Lonette McKee,Bob Hoskins,James Remar,Nicolas Cage,Allen Garfield,Fred Gwynne,Gwen Verdon,Lisa Jane Persky,Maurice Hines,Julian Beck,Novella Nelson,Laurence Fishburne,John P. Ryan,Tom Waits,Ron Karabatsos,Glenn Withrow,Jennifer Grey,Wynonna Smith,Thelma Carpenter,Charles 'Honi' Coles,Larry Marshall,Joe Dallesandro,Diane Venora,Tucker Smallwood,Giancarlo Esposito,Marc Coppola,Robert Earl Jones,Sofia Coppola,Tracey Ross","The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.",8.59075,6.6,68,127.0,"Music,Drama,Crime,Romance","jazz,jazz musician,musical,mafia",United States of America,68.0
1019,5176,3:10 to Yuma,James Mangold,"Russell Crowe,Christian Bale,Logan Lerman,Dallas Roberts,Peter Fonda,Gretchen Mol,Ben Foster,Alan Tudyk,Vinessa Shaw,Lennie Loftin,Rio Alexander,Pat Ricotti,Shawn Howell,Johnny Whitworth,Kevin Durand,Ramon Frank,Deryle J. Lujan,James 'Scotty' Augare,Brian Duffy,Jason Rodriguez,Chris Browning,Chad Brummett,Forrest Fyre,Luke Wilson,Benjamin Petry,Arron Shiver,Sean Hennigan,Girard Swan,Christopher Berry,David Oliver,Jason Henning,Barbara Bartleson,James Blackburn,Brian Brown,Trevor Coppola,Harp Corrigan,Hugh Elliot,Darren Gibson,KC King,Melinda Kramer,Brent Lambert,Billy Lockwood,J. Nathan Simmons,Art Usher","In Arizona in the late 1800's, infamous outlaw Ben Wade and his vicious gang of thieves and murderers have plagued the Southern Railroad. When Wade is captured, Civil War veteran Dan Evans, struggling to survive on his drought-plagued ranch, volunteers to deliver him alive to the ""3:10 to Yuma"", a train that will take the killer to trial.",48.801089,6.9,1188,122.0,Western,"saloon,hero,liberation of prisoners,transport of prisoners,wilderness,dying and death,race against time,railway car,stetson,rivalry,gang,gunfight,crime,family,psychological,dishonesty,heroic mission,righting the wronged,chases and races,parents and children,mind and soul",United States of America,91.0
1020,260346,Taken 3,Olivier Megaton,"Liam Neeson,Forest Whitaker,Maggie Grace,Famke Janssen,Dougray Scott,Sam Spruell,Don Harvey,Dylan Bruno,Leland Orser,David Warshofsky,Jon Gries,Jonny Weston,Andrew Borba,Judi Beecher,Andrew Howard,Chad Donella,Al Sapienza,Alexander Wraith,Cedric Cirotteau,Catherine Dyer,Jimmy Palumbo,Robert Pralgo,Tony Williams,Al Vicente,Shelley Calene-Black,Adam J. Smith,Jimmy Gonzales,Lauren Sivan,Cornelius Peter,Kevin Fry,Katie Mary Garland,Alex Disdier,Mike Davies,Ellen Ho,Haley Craft,Stephanie Honoré,Steve Coulter,Michael Shikany,Robert Bryan Davis,Nazareth Dairian,Tony DeMil,Stefanie Kleine,Johnny Harvill,Angie Dillard,Wallace Langham,Anton Yakovlev,Cedric Camus,Karim Ben Haddou,Vincent Parisi,Scott Thrun,Cédric Chevalme,Pete Thias,Martin Vaughan Lewis,Ashante P.T. Stokes,Abbey Ferrell,Lauren Sivan","Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",88.844777,6.1,2200,109.0,"Thriller,Action","revenge,murder,on the run,fugitive,framed,father daughter relationship,framed for murder","France,United States of America",98.0
1021,1389,Out of Sight,Steven Soderbergh,"George Clooney,Jennifer Lopez,Ving Rhames,Don Cheadle,Albert Brooks,Steve Zahn,Isaiah Washington,Dennis Farina,Luis Guzmán,Keith Loneker,Catherine Keener,Nancy Allen,Michael Keaton,Viola Davis,Samuel L. Jackson,Paul Calderon","Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",16.000178,6.5,333,123.0,"Romance,Comedy,Crime","journalist,bedroom,purse,trunk,elmore leonard",United States of America,82.0
1022,9894,The Cable Guy,Ben Stiller,"Jim Carrey,Matthew Broderick,Leslie Mann,Jack Black,George Segal,Diane Baker,Ben Stiller,Eric Roberts,Janeane Garofalo,Andy Dick,Harry O'Reilly,David Cross,Amy Stiller,Owen Wilson,Keith Gibbs,Kathy Griffin,Misa Koprova","When recently single Steven moves into his new apartment, cable guy Chip comes to hook him up -- and doesn't let go. Initially, Chip is just overzealous in his desire to be Steven's pal, but when Steven tries to end the ""friendship,"" Chip shows his dark side. He begins stalking Steven, who's left to fend for himself because no one else can believe Chip's capable of such behavior.",19.525659,5.7,594,96.0,"Comedy,Drama,Thriller","prison,prostitute,karaoke,dark comedy,cable guy",United States of America,80.0
1023,7504,Earth,Deepa Mehta,"Aamir Khan,Nandita Das,Maia Sethna,Kitu Gidwani,Arif Zakaria,Eric Peterson,Kulbhushan Kharbanda,Pavan Malhotra,Sunil Mehra,Navtej Singh Johar",It's 1947 and the borderlines between India and Pakistan are being drawn. A young girl bears witnesses to tragedy as her ayah is caught between the love of two men and the rising tide of political and religious violence.,1.246883,6.6,9,101.0,Drama,"based on novel,war of independence,period drama,woman director,partition,1940s,lahore","Canada,India",82.0
1024,8592,Dick Tracy,Warren Beatty,"Warren Beatty,Al Pacino,Madonna,Charlie Korsmo,Glenne Headly,Dustin Hoffman,James Caan,William Forsythe,Seymour Cassel,Dick Van Dyke,Kathy Bates,Paul Sorvino,Charles Durning,Mandy Patinkin,June Foray,David L. Lander,Charles Fleischer,Fred Newman,Tara Strong,Henry Silva,R. G. Armstrong,Catherine O'Hara,Mary Woronov,E.G. Daily,Tom Signorelli","The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob,",7.859226,5.9,251,103.0,"Adventure,Action,Comedy,Thriller,Crime","corruption,crime fighter,gangster boss,investigation,based on comic strip,policeman",United States of America,74.0
1025,913,The Thomas Crown Affair,John McTiernan,"Pierce Brosnan,Rene Russo,Denis Leary,Ben Gazzara,Frankie Faison,Fritz Weaver,Charles Keating,Mark Margolis,Faye Dunaway,Michael Lombard,Ritchie Coster,George Christy,Tony Cucci","A very rich and successful playboy amuses himself by stealing artwork, but may have met his match in a seductive detective.",18.102572,6.6,339,113.0,"Drama,Crime,Romance","martinique,claude monet,famous painting,glider,insurance agent,missing painting,stolen painting,valuable painting,rich people",United States of America,83.0
1026,11091,Riding in Cars with Boys,Penny Marshall,"Drew Barrymore,Steve Zahn,Adam Garcia,Brittany Murphy,Logan Lerman,Susan Forristal,Lorraine Bracco,James Woods,Marisa Ryan,Maggie Gyllenhaal,Rosie Perez,Desmond Harrington,Sara Gilbert,Peter Facinelli,Paz de la Huerta,Mika Boorem,Skye McCole Bartusiak","A single mother, with dreams of becoming a writer, has a son at the age of 15 in 1965, and goes through a failed marriage with the drug-addicted father.",7.226115,6.5,103,132.0,"Comedy,Drama,Romance","baby,becoming an adult,puberty,dream,drug addiction,wife,unwillingly pregnant,writer,youth,marriage problems,woman director",United States of America,85.0
1027,1368,First Blood,Ted Kotcheff,"Sylvester Stallone,Richard Crenna,Brian Dennehy,Bill McKinney,Jack Starrett,Michael Talbott,Chris Mulkey,John McLiam,Alf Humphreys,David Caruso,David L. Crowley,Don MacKay,Charles A. Tamburro,David Petersen,Craig Huston,Patrick Stack,Stephen E. Miller,Raimund Stamm,Robert Metcalfe,Stephen Dimopoulos,Bruce Greenwood,Donald Adams,Gary Hetherington","When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, the Vietnam vet snaps, runs for the hills and rat-a-tat-tats his way into the action-movie hall of fame. Hounded by a relentless sheriff, Rambo employs heavy-handed guerilla tactics to shake the cops off his tail.",63.071046,7.2,1488,93.0,"Action,Adventure,Thriller,War","prison,vietnam veteran,falsely accused,police brutality,sheriff,guerrilla,submachine gun,gun,destroy,self-defense,vietnam,vietnam war,prosecution,dying and death,village and town,police operation,attempt to escape,matter of life and death,survivor,tramp,national guard,weapon,firearm,police,escape",United States of America,66.0
1028,593,Solaris,Andrei Tarkovsky,"Donatas Banionis,Natalya Bondarchuk,Jüri Järvet,Anatoliy Solonitsyn,Nikolay Grinko,Vladislav Dvorzhetsky,Georgiy Teykh,Sos Sargsyan,Olga Barnet,Tamara Ogorodnikova","Ground control has been receiving strange transmissions from the three remaining residents of the Solaris space station. When cosmonaut and psychologist Kris Kelvin is sent to investigate, he experiences the strange phenomena that afflict the Solaris crew, sending him on a voyage into the darkest recesses of his own consciousness. Based on the novel by the same name from Polish author Stanislaw Lem.",24.132271,7.7,357,167.0,"Drama,Science Fiction,Adventure,Mystery","1970s,loss of sense of reality,extraterrestrial technology,subconsciousness,russian,hallucination,space travel,astronaut,soviet",Russia,56.0
1029,5393,Happily N'Ever After,"Yvette Kaplan,Paul Bolger,Greg Tiernan","George Carlin,Andy Dick,Sarah Michelle Gellar,Lisa Kaplan,Michael McShane,Rob Paulsen,Freddie Prinze Jr.,Wallace Shawn,Patrick Warburton,Sigourney Weaver,John DiMaggio,Tom Kenny,Tress MacNeille,Jon Polito,Phil Proctor,Kath Soucie,Jill Talley","An alliance of evil-doers, led by Frieda, looks to take over Fairy Tale Land. But when Ella realizes her stepmother is out to ruin her storybook existence, she takes a dramatic turn and blossoms into the leader of the resistance effort.",10.410933,4.6,104,75.0,"Animation,Comedy,Family,Fantasy,Science Fiction","dwarves,cinderella,wolf,bad mother-in-law,prince,fairy tale,little red riding hood,step mother,wizardry,princess,sleeping beauty,rumpelstilzchen,good and bad,intern,woman director","Germany,United States of America",90.0
1030,9095,Mary Reilly,Stephen Frears,"Julia Roberts,John Malkovich,George Cole,Michael Gambon,Glenn Close,Kathy Staff,Michael Sheen,Bronagh Gallagher,Linda Bassett,Ciarán Hinds,Henry Goodman","A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",6.067212,5.7,74,104.0,"Drama,Horror,Thriller,Romance","servant,monster,laboratory,jekyll and hyde,housemaid,19th century",United States of America,80.0
1031,8874,My Best Friend's Wedding,P.J. Hogan,"Julia Roberts,Dermot Mulroney,Cameron Diaz,Rupert Everett,Philip Bosco,M. Emmet Walsh,Rachel Griffiths,Carrie Preston,Susan Sullivan,Christopher Masterson,Raci Alexander,Jennifer Garrett,Kelleia Sheerin,Bree Turner,Cassie Creasy,Lucina Paquet,Aida Baggio,Shirley Kelly,George Bozonelos,Loretta Paoletti,Paul Giamatti,Paul Adelstein,Harry Shearer","When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",15.401855,6.3,584,105.0,"Comedy,Romance","karaoke,marriage proposal,new love,love of one's life,kiss,man-woman relation,secret love,wedding",United States of America,81.0
1032,11467,America's Sweethearts,Joe Roth,"Julia Roberts,Billy Crystal,Catherine Zeta-Jones,John Cusack,Hank Azaria,Stanley Tucci,Christopher Walken,Alan Arkin,Seth Green,Rainn Wilson,Eric Balfour,Scot Zeller,Larry King,Steve Pink,Marty Belafsky,Keri Lynn Pratt,Maria Canals-Barrera,Wendy Schenker,Jim Ferguson,Lisa Joyner,Byron Allen,Patrick Stoner,Sam Rubin,Shaun Robinson,Charley Steiner,Jeff Michael,Sibila Vargas,Jane Yamamoto,Maree Cheatham,Alexander Enberg,Sarah Loew,Joseph Feingold,Sherry Jennings,Austin L. Sorrels,Shawn Driscoll,Ann Cusack,Raquel Baldwin,Emma Roberts","In the midst of a nasty public breakup of married movie stars, a studio publicist scrambles to put a cap on the escalating situation as the couple's latest film has found it's only print kidnapped by the director.",10.698929,5.5,252,102.0,"Comedy,Romance","film business,film producer,wife husband relationship,fictitious marriage,married couple,marriage crisis",United States of America,85.0
1033,320,Insomnia,Christopher Nolan,"Al Pacino,Robin Williams,Hilary Swank,Maura Tierney,Martin Donovan,Nicky Katt,Paul Dooley,Crystal Lowe,Jay Brazeau,Larry Holden,Kerry Sandomirsky,Lorne Cardinal,Katharine Isabelle,Jonathan Jackson,Paula Shaw,Oliver 'Ole' Zemen,James Hutson,Andrew Campbell,Tasha Simms,Malcolm Boddington,Chris Gauthier,Ian Tracey,Kate Robbins,Emily Perkins,Dean Wray",Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,41.322708,6.8,1148,118.0,"Crime,Mystery,Thriller","detective,confession,fbi,homicide,blackmail,suspect,love,murder,los angeles,teenager,neo-noir",United States of America,86.0
1034,199,Star Trek: First Contact,Jonathan Frakes,"Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn,Gates McFadden,Marina Sirtis,James Cromwell,Alfre Woodard,Alice Krige,Neal McDonough,Dwight Schultz,Cameron Oppenheimer,Robert Picardo","The Borg, a relentless race of cyborgs, are on a direct course for Earth. Violating orders to stay away from the battle, Captain Picard and the crew of the newly-commissioned USS Enterprise E pursue the Borg back in time to prevent the invaders from changing Federation history and assimilating the galaxy.",25.6713,7.0,661,111.0,"Science Fiction,Action,Adventure,Thriller","federation,starfleet,borg,enterprise-e,cyborg,montana,resistance,inventor,repayment,obsession,business start-up,space opera",United States of America,80.0
1035,20533,Jonah Hex,Jimmy Hayward,"Josh Brolin,John Malkovich,Megan Fox,Michael Fassbender,Will Arnett,Michael Shannon,Aidan Quinn,Lance Reddick,David Jensen,John Gallagher Jr.,Tom Wopat,Wes Bentley,Julia Jones,Jeffrey Dean Morgan,Brent Hinds,Natacha Itzel,Lisa Rotondi,Michael Arnona,Veronica Russell,Sean Boyd,Danny Cosmo,Sean M. Sellers,Alexander Asefa,Billy Blair,Maureen Brennan,Joseph Billingiere","Gunslinger Jonah Hex (Josh Brolin) is appointed by President Ulysses Grant to track down terrorist Quentin Turnbull (John Malkovich), a former Confederate officer determined on unleashing hell on earth. Jonah not only secures freedom by accepting this task, he also gets revenge on the man who slayed his wife and child. Megan Fox plays a prostitute as well as Jonah Hex's love interst in the film.",22.581313,4.4,420,80.0,"Action,Western,Drama,Fantasy,Thriller","gunslinger,usa,dc comics,hell,facial scar,death,confederate,tomahawk",United States of America,94.0
1036,10684,Courage Under Fire,Edward Zwick,"Denzel Washington,Meg Ryan,Lou Diamond Phillips,Matt Damon,Michael Moriarty,Michole Briana White,Bronson Pinchot,Amy Hathaway,Diane Baker,Seth Gilliam,Regina Taylor,Zeljko Ivanek,Scott Glenn,Tim Guinee,Tim Ransom,Sean Astin,Ned Vaughn,Manny Pérez,David McSwain,Korey Coleman","A US Army officer had made a ""friendly fire"" mistake that was covered up and he was reassigned to a desk job. Later he was tasked to investigate a female chopper commander's worthiness to be awarded the Medal of Honor posthumously. At first all seemed in order then he begins to notice inconsistencies between the testimonies of the witnesses....",12.971122,6.2,232,117.0,"Drama,Thriller,Mystery,War","gulf war,pilot,u.s. army,praise,rescue mission,dead soldier,tank,medal",United States of America,80.0
1037,1624,Liar Liar,Tom Shadyac,"Jim Carrey,Maura Tierney,Cary Elwes,Jennifer Tilly,Swoosie Kurtz,Sara Paxton,Anne Haney,Amanda Donohoe,Jason Bernard,Mitchell Ryan,Krista Allen,Justin Cooper,Christopher Mayer","Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",26.721386,6.4,1424,86.0,Comedy,"california,workaholic,birthday,lie,pregnancy and birth,wish,1990s",United States of America,81.0
1038,325789,The Infiltrator,Brad Furman,"Bryan Cranston,Diane Kruger,John Leguizamo,Daniel Mays,Benjamin Bratt,Amy Ryan,Elena Anaya,Joseph Gilgun,Gino Picciano,Art Malik,Juan Cely,Jason Isaacs,Tom Vaughan-Lawlor,Olympia Dukakis,Saïd Taghmaoui,Tim Dutton,Michael Paré,Rubén Ochandiano,Carsten Hayes,Andy Beckwith,Dinita Gohil",A U.S Customs official uncovers a massive money laundering scheme involving Pablo Escobar.,24.672234,6.6,573,127.0,"Crime,Drama,Thriller","undercover,biography,drug,drug lord",United Kingdom,100.0
1039,113464,Inchon,Terence Young,"Laurence Olivier,Jacqueline Bisset,Ben Gazzara,Toshirō Mifune,Richard Roundtree,David Janssen,Nam Kung-won,Gabriele Ferzetti,Rex Reed,Sabine Sun,Dorothy James,Karen Kahn,Lydia Lei,James T. Callahan",A noisy and absurd re-telling of the great 1950 invasion of Inchon during the Korean War which was masterminded by General Douglas MacArthur.,0.146783,6.5,2,140.0,"Drama,History,War",,"South Korea,United States of America",65.0
1040,888,The Flintstones,Brian Levant,"John Goodman,Elizabeth Perkins,Rick Moranis,Rosie O'Donnell,Kyle MacLachlan,Halle Berry,Elizabeth Taylor,Dann Florek,Richard Moll,Irwin Keyes,Jonathan Winters,Harvey Korman,Corey Burton,Roger L. Jackson,Jean Vander Pyl",Modern Stone Age family the Flintstones hit the big screen in this live-action version of the classic cartoon. Fred helps Barney adopt a child. Barney sees an opportunity to repay him when Slate Mining tests its employees to find a new executive. But no good deed goes unpunished.,28.964162,5.0,543,91.0,"Fantasy,Comedy,Family","manager,jealousy,bad mother-in-law,adoption,family's daily life,stone age,plan,friendship,best friend,dinosaur",United States of America,78.0
1041,82675,Taken 2,Olivier Megaton,"Liam Neeson,Maggie Grace,Famke Janssen,Rade Serbedzija,Luke Grimes,Jon Gries,Leland Orser,D. B. Sweeney,Kevork Malikyan,Alain Figlarz,Frank Alvarez,Aclan Büyüktürkoğlu,Olivier Rabourdin,Ergun Kuyucu,Naci Adigüzel,Cengiz Bozkurt,Hakan Karahan,Luenell,Nathan Rippy,Mylène Pilutik,Saruhan Sari,Mehmet Polat,Cengiz Daner,Melis Erman,Erkan Üçüncü,Michaël Vander-Meiren,Rochelle Gregorie,Emre Melemez,İlkay Akdağlı,Ahmet Orhan Ozcam,Tamer Avkapan","In Istanbul, retired CIA operative Bryan Mills and his wife are taken hostage by the father of a kidnapper Mills killed while rescuing his daughter.",49.353524,6.1,2757,91.0,"Action,Crime,Thriller","kidnapping,turkey,police chase,bag over head,violence,fbi agent,teenage daughter,stealing a car,ex-husband ex-wife relationship,albanian,u.s. embassy,killed in an elevator,security guard killed",France,96.0
1042,4256,Scary Movie 3,David Zucker,"Pamela Anderson,Jenny McCarthy,Marny Eng,Charlie Sheen,Simon Rex,Jianna Ballard,Jeremy Piven,Anna Faris,Regina Hall,Denise Richards,Queen Latifah,Leslie Nielsen,Kevin Hart,Anthony Anderson,Camryn Manheim,George Carlin,Simon Cowell","In the third installment of the Scary Movie franchise, news anchorwoman Cindy Campbell has to investigate mysterious crop circles and killing video tapes, and help the President stop an alien invasion in the process.",36.585509,5.8,912,84.0,Comedy,horror spoof,United States of America,87.0
1043,1493,Miss Congeniality,Donald Petrie,"Sandra Bullock,Benjamin Bratt,Michael Caine,Candice Bergen,William Shatner,Ernie Hudson,John DiResta,Heather Burns,Melissa De Sousa,Steve Monroe,Deirdre Quinn,Wendy Raquel Robinson,Asia De Marcos,Ken Thomas,Gabriel Folse,Leeanne Locken,John Cann","When the local FBI office receives a letter from a terrorist known only as 'The Citizen', it's quickly determined that he's planning his next act at the Miss America beauty pageant. Because tough-as-nails Gracie Hart is the only female Agent at the office, she's chosen to go undercover as the contestant from New Jersey.",32.624355,6.1,961,111.0,"Comedy,Crime,Action","undercover agent,beauty contest,terrorism",United States of America,84.0
1044,88751,Journey to the Center of the Earth,Eric Brevig,"Brendan Fraser,Josh Hutcherson,Anita Briem,Seth Meyers,Jean Michel Paré,Jane Wheeler,Frank Fontaine,Giancarlo Caltabiano,Kaniehtiio Horn,Garth Gilker","On a quest to find out what happened to his missing brother, a scientist, his nephew and their mountain guide discover a fantastic and dangerous lost world in the center of the earth.",53.090422,5.8,1309,93.0,"Action,Science Fiction,Adventure,Comedy,Family","volcano,prehistoric,dinosaur,prehistoric creature,3d",United States of America,92.0
1045,11130,The Princess Diaries 2: Royal Engagement,Garry Marshall,"Anne Hathaway,Julie Andrews,Héctor Elizondo,John Rhys-Davies,Heather Matarazzo,Chris Pine,Callum Blue,Larry Miller,Raven-Symoné,Kathleen Marshall,Caroline Goodall,Lorraine Nicholson,Shannon Wilcox,Greg Lewis,Abigail Breslin,Paul Vogt,Joseph Leo Bwarie,Hope Alexander-Willis,Rowan Joseph,Jeffrey Scott Jensen","Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...",30.002907,6.0,697,113.0,"Comedy,Drama,Family,Romance","coronation,duty,marriage,falling in love",United States of America,88.0
1046,9944,The Pelican Brief,Alan J. Pakula,"Julia Roberts,Denzel Washington,Sam Shepard,William Atherton,John Lithgow,Tom Quinn,John Heard,Hume Cronyn,Tony Goldwyn,Robert Culp,Stanley Tucci,Cynthia Nixon",Two Supreme Court Justices have been assassinated. One lone law student has stumbled upon the truth. An investigative journalist wants her story. Everybody else wants her dead.,17.923254,6.3,371,141.0,"Drama,Mystery,Thriller,Crime","judge,professor,mission of murder,supreme court",United States of America,77.0
1047,10731,The Client,Joel Schumacher,"Susan Sarandon,Tommy Lee Jones,Mary-Louise Parker,Anthony LaPaglia,Bradley Whitford,Will Patton,Brad Renfro,Anthony Edwards,J. T. Walsh,Anthony Heald,Kim Coates,Kimberly Scott,David Speck,William H. Macy,Rebecca Jernigan","A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",17.746719,6.4,278,119.0,"Drama,Thriller,Crime,Mystery","suicide,brother brother relationship,witness protection,principal witness ,brother,investigation,search for witnesses,lawyer,gangster",United States of America,78.0
1048,7350,The Bucket List,Rob Reiner,"Jack Nicholson,Morgan Freeman,Sean Hayes,Beverly Todd,Alfonso Freeman,Rowena King,Rob Morrow,Annton Berry Jr.,Verda Bridges,Destiny Brownridge,Brian Copeland,Ian Anthony Dale,Jennifer Defrancisco,Angela Gardner,Noel Gugliemi,Jonathan Hernandez,Karen Maruyama,Amber Mead,Serena Reeder,Christopher Stapleton,Taylor Ann Thompson,Dawn Lewis","Corporate billionaire Edward Cole and working class mechanic Carter Chambers are worlds apart. At a crossroads in their lives, they share a hospital room and discover they have two things in common: a desire to spend the time they have left doing everything they ever wanted to do and an unrealized need to come to terms with who they are. Together they embark on the road trip of a lifetime, becoming friends along the way and learning to live life to the fullest, with insight and humor.",31.305336,7.0,1111,97.0,"Drama,Comedy","africa,himalaya,brain tumor,wife husband relationship,sense of life,male friendship,safari,dying and death,wish,journey round the world,terminal illness,billionaire,father daughter relationship,estranged father,elderly,bucket list,taj mahal",United States of America,91.0
1049,9869,Patriot Games,Phillip Noyce,"Harrison Ford,Anne Archer,Patrick Bergin,Thora Birch,James Fox,Samuel L. Jackson,Polly Walker,J.E. Freeman,James Earl Jones,Sean Bean,Richard Harris,Alex Norton,Hugh Fraser,David Threlfall,Alun Armstrong,Berlinda Tolbert,Gerald Sim,Pip Torrens,Thomas Russell,Andrew Connolly,Keith Campbell,Jonathan Ryan,P.H. Moriarty,Bob Gunton,Ted Raimi,Brenda James","When CIA Analyst Jack Ryan interferes with an IRA assassination, a renegade faction targets Jack and his family as revenge.",19.637704,6.3,433,117.0,"Drama,Action,Thriller,Crime","assassination,assassin,repayment,ira,jack ryan",United States of America,76.0
